5597,21726,Holders  of  accumulation  Units  do  not  receive  payments  of  income.,0.0,L&G 1 Prospectus,12;;;;;;;;;;;
5598,132,10.4,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5599,778,Its title will also include an appropriate description to indicate that the Manager holds only clients' money in accordance with the Manager’s regulatory  responsibilities.,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5600,1349,The currency of each new Class of Units will be set out in the Prospectus when any such new Class of Units is issued.,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5601,2650,This will be done  within  four  Business  Days  from  the  Valuation  Point  at  which  the Unitholder’s Units are sold.,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5602,4435,A Client Money Account is a current or deposit account at a bank that is opened in the Manager’s name.,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5603,4469,Units may be compulsorily redeemed in the circumstances described in section 11.7.,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5604,5511,From that date it is the Unitholder’s money and is,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5605,7013,General,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5606,7278,11,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5607,7524,The  nature  of  the  right  of  the  Unitholders  represented  by  the  Units  is  that  of  a  beneficial interest under a trust.,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5608,8140,Unitholders’ money  will  be  held  in  a  Client  Money  Account  until  the  fund  settlement  date with  the  Trustee.,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5609,8662,9,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5610,8739,10.1.9,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5611,9262,Unitholders’  money  will  also  be  held  in  a  Client  Money Account when a Unitholder is taking money out of a Fund.,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5612,9391,Voting rights attached to each Class of Units are as described in section 18.,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5613,9472,11.1.2,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5614,9616,10.1.10,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
"5615,10055,""However,  in  certain  circumstances  the  Manager may,  in  accordance  with  the  COLL  Sourcebook,  deal  with  such  requests  by selling Units to, and/or repurchasing them from, the applicant, as appropriate."",0.0,L&G 1 Prospectus,13";;;;;;;;;;;
5616,11201,11.1.1,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5617,11813,The Manager is not responsible for any  acts  or  omissions  by  the  bank  holding  the  client  money.,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5618,11891,11.1,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5619,12015,All payments received by the Manager from applicants are banked into a client money account no later than the Business Day after they are received.,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5620,13165,Compulsory redemption,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5621,13986,Beneficial ownership,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5622,15060,10.2,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5623,15989,Each  Client  Money  Account  is  used  to  hold  the money of one or more clients.,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5624,16029,Units do not carry preferential or pre-emptive rights to acquire further Units.,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5625,16977,11.1.4,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5626,17169,11.1.3,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
"5627,18195,""Requests  for  the  purchase,  redemption  and  switching  of  Units  are  normally dealt  with  by  the  issue  or  cancellation  of  Units  by  the  Trustee  on  the instructions  of  the  Manager."",0.0,L&G 1 Prospectus,13";;;;;;;;;;;
"5628,18368,""If  on  receiving  instructions  from  the  Manager  to  issue  or  cancel  Units  in  a Fund,  the  Trustee  is  of  the  opinion  that  it  is  not  in  the  interests  of  the Unitholders that  the Units  should be  issued or cancelled  either at all  or in  the number  instructed  by  the  Manager  the  Trustee  must  give  notice  to  the Manager  that  it  refuses  to  issue,  or  as  the  case  may  be  cancel,  all,  or  a specified number of the Units."",0.0,L&G 1 Prospectus,13";;;;;;;;;;;
5629,18570,Client Money Accounts are held with The Royal Bank  of  Scotland  plc  or  such  other  bank  or  authorised  institution  as  the Manager may nominate from time to time.,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5630,18611,The sale proceeds of  a  Unitholder’s  withdrawal  instruction  will  be  transferred  to  a  Client  Money Account  when the Manager has received these from the Trustee.,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5631,18941,10.3,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5632,19137,The Manager is under no obligation to account to a Fund or to Unitholders for any  profit  it  makes  on  the  issue  of  Units  or  on  the  reissue  or  cancellation  of Units which it has redeemed and will not do so.,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5633,19330,Voting rights,0.0,L&G 1 Prospectus,13;;;;;;;;;;;
5634,20553,The  Manager  is  entitled  to  hold  Units  for  its  own  account  and  to  satisfy requests for the sale of Units from its own holding; it is required by the COLL Sourcebook  to  procure  the  issue  or  cancellation  of  Units  by  the  Fund  where necessary to meet any obligation to sell or redeem Units.,0.0,L&G 1 Prospectus,13;;;;;;;;;;
"5635,20906,""Purchase, redemption and switching of Units"",0.0,L&G 1 Prospectus,13";;;;;;;;;;;
5636,1989,The  Manager  holds  any  money  in  a  Client  Money  Account  separate  from  its own  money.,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
"5637,2138,""Units  to  satisfy  an application  received  before  the  Valuation  Point  (see  section  12  for  details  of the  Valuation  Points)  on  a  Dealing  Day  will  be  sold  at  a  price  based  on  that day’s  Valuation  Point  and  units  to  satisfy  an  application  received  after  that time, or on a day which is not a Dealing Day, will be sold at a price calculated at  the  Valuation  Point  on  the  next  Dealing  Day."",0.0,L&G 1 Prospectus,14";;;;;;;;;;;
5638,2746,by telephone application to the unit trust dealers on 0370 050 0955 between 8.30 a.m. and 6.00 p.m. (an earlier closure may occasionally apply) on Business Days; or,0.0,L&G 1 Prospectus,14;;;;;;;;;;
"5639,4778,""Whilst  the Manager is waiting for any such query to be resolved, the money will be held in a Client Money Account and no interest will be paid."",0.0,L&G 1 Prospectus,14";;;;;;;;;;;
5640,5564,legalandgeneral.,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
5641,5645,11.2.2.2,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
"5642,7690,""If you ask us to send you a recording of a particular call, we may ask for further information to help us identify the exact call to which your request relates."",0.0,L&G 1 Prospectus,14";;;;;;;;;;;
5643,8045,Each  Business  Day  will constitute a Dealing Day.,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
5644,8804,11.2.1,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
5645,9251,Purchase,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
5646,9354,11.2.2.1,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
"5647,10803,""In  this  event,  the  Unitholder  may  be  entitled  to compensation under the Financial Services Compensation Scheme."",0.0,L&G 1 Prospectus,14";;;;;;;;;;;
5648,11877,The money will be retained in a Client Money Account until the Manager is able to release the payment to the Unitholder.,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
5649,14375,10,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
5650,14400,by  placing  a  valid  dealing  instruction  via  an  electronic  trading system  that  is  supported  by  Legal  &  General  (Unit  Trust Managers) Limited.,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
5651,14531,via the Legal & General website www.,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
"5652,14613,""*Please  note  that  the  Manager  may  record  telephone  calls  for  record keeping,  security  and/or  training  and  monitoring  purposes  and  to  confirm investors’ instructions."",0.0,L&G 1 Prospectus,14";;;;;;;;;;;
"5653,14687,""In respect of Classes of Unit, Units may also be purchased by:"",0.0,L&G 1 Prospectus,14";;;;;;;;;;;
5654,15381,for,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
"5655,15855,""writing  to  Legal  &  General  Investments  at  PO  Box  6080, Wolverhampton, WV1 9RB";",0.0,L&G 1 Prospectus,14
5656,16286,Recordings will be provided on request for a period of at least five years from the date of such recording, or, where requested by a competent  regulatory  authority,  for  a  period  of  seven  years,  where  we  can identify the call coming from you."",0.0,L&G 1 Prospectus,14";;;;;;;;;;
5657,16358,Withdrawal payments will be paid in Sterling  from  a  Client  Money  Account.,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
5658,16458,Applications,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
5659,16673,Dealings are at forward prices i.e. at a price calculated by reference to the next Valuation  Point  following  receipt  of  an  application.,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
5660,17021,11.2.2,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
5661,17304,11.2,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
5662,17422,com for Class R Units;,0.0,L&G 1 Prospectus,14;;;;;;;;;;
"5663,17534,""The Manager may delay payment  of  the  withdrawal  proceeds  if  it  reasonably  believes  that  it  should delay  payment the  Unitholder’s  personal representative’s,  protection  (such  as  to  prevent  fraud)  or  as  required  by  law."",0.0,L&G 1 Prospectus,14";;;;;;;;;;;
"5664,17547,""the  Unitholder’s,  or"",0.0,L&G 1 Prospectus,14";;;;;;;;;;;
"5665,17732,""If,  as  a  result  of  the  insolvency  of  the  bank  holding  the  client money,  or  the  insolvency  of  the  Manager,  or  otherwise,  there  is  a  shortfall  in the  money  held  in  a  Client  Money  Account,  the  Unitholder  will  suffer  any shortfall in the same proportion as the Unitholder’s share of the money held in the  Client  Money  Accounts."",0.0,L&G 1 Prospectus,14";;;;;;;;;;;
5666,17964,11.2.2.3,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
"5667,18414,""Where  the  Manager  hasn’t  been provided  with  sufficient  payment  details,  the  Manager  will  make  reasonable efforts to contact the Unitholder or the Unitholder’s personal representative, as appropriate,  and  confirm  them  before  any  payment  is  made."",0.0,L&G 1 Prospectus,14";;;;;;;;;;;
5668,20889,11.2.2.4,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
"5669,21242,""held  and  protected  in  a  Client  Money  Account,  it  cannot  be  used  by  the Manager for any other purpose."",0.0,L&G 1 Prospectus,14";;;;;;;;;;;
5670,21307,The Unitholder will not be entitled to any interest earned on amounts held in a Client  Money  Account  unless  the  Manager  advises  the  Unitholder  otherwise.,0.0,L&G 1 Prospectus,14;;;;;;;;;;;
5671,1104,In  that  event  application  moneys  or any balance will be returned to the applicant by post at his or her risk.,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
5672,3318,The ultimate beneficial owner of the funds to be invested in a Fund.,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
5673,3837,In  the  former  case  verification  of  the  identity  of  the  provider  of  funds  may  be required  in  addition  to  the  Applicant.,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
5674,4937,11.2.4,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
5675,5029,the  Applicant  has  supplied    all  such  information  about  the proposed  holder  as  will  enable  the    Registrar  to  register  the holding;,0.0,L&G 1 Prospectus,15;;;;;;;;;;
"5676,5611,""The  Manager  has  the  right  to  reject,  on  reasonable  grounds  relating  to  the circumstances  of  the  applicant,  any  application  for  Units  in  whole  or  in  part, and  in  this  event  the  Manager  will  return  any  money  sent,  or  the  balance  of such  monies,  at  the  risk  of  the  applicant."",0.0,L&G 1 Prospectus,15";;;;;;;;;;;
5677,5639,11.2.8.2,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
5678,5938,11.2.7,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
5679,6523,11.2.9,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
5680,6697,Applications  will  not  be  acknowledged  but  a  contract  note  will  be  sent  to  the Applicant  (or  the  first  named  Applicant  in  the  case  of  joint  applications)  on  or before the  Business Day next following the relevant  Dealing Day.,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
5681,6866,11.2.6,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
5682,7007,the  Manager  has  received  the  purchase  price  or  other consideration for the issue of Units; and,0.0,L&G 1 Prospectus,15;;;;;;;;;;
"5683,7609,""If  an  Applicant  defaults  in  making  any  payment  in  money,  or  by  way  of  a transfer of property, due to the Manager in respect of the sale or issue of Units, the Trustee is entitled to make any necessary amendment to the register and the Manager will become entitled to the Units in place of the Applicant, subject, in  the  case  of  an  issue  of  Units,  to  the  Manager’s  payment  of  the  purchase price to the Trustee."",0.0,L&G 1 Prospectus,15";;;;;;;;;;;
5684,7749,11.2.8.3,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
"5685,9330,""In order to establish the identity of new Applicants and existing Unitholders for the  above  purposes,  the  Manager  may,  in  addition  to  requesting  proof  of identity from Applicants, Unitholders and connected third parties, use reference agencies to search sources of information relating to a Unitholder, Applicant or connected third parties (an identity search). This will not affect the individuals' credit rating."",0.0,L&G 1 Prospectus,15";;;;;;;;;;;
5686,10082,Registration will take place after receipt of payment provided that:,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
5687,10378,11.2.4.1,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
5688,10442,appears to the Manager to be acting on behalf of some other person; or,0.0,L&G 1 Prospectus,15;;;;;;;;;;
5689,11371,11.2.3,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
"5690,12440,""tenders  payment  by  way  of  cheque,  banker’s  draft,  payment card  or  electronic  payment  on  an  account  in  the  name  of  a person or persons other than the Applicant";" or"",0.0,L&G 1 Prospectus,15";;;;;;;;;;
"5691,12841,""In  the  latter  cases,  verification  of  the identity of any person on whose behalf the Applicant appears to be acting may be required."",0.0,L&G 1 Prospectus,15";;;;;;;;;;;
5692,13838,11.2.5,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
"5693,14629,""The  Funds  and  the  Manager  are  subject  to  the  Money  Laundering,  Terrorist Financing and Transfer of Funds (Information on the Payer) Regulations 2017 (the “Money  Laundering  Regulations”) and the Manager may in its absolute discretion require verification of identity from any person applying for Units (the “Applicant”) including, without limitation, any Applicant who:"",0.0,L&G 1 Prospectus,15";;;;;;;;;;;
5694,14734,11.2.4.3,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
5695,16067,11.2.8,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
5696,16437,11,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
"5697,17514,""The Manager reserves the right to cancel investments for which  settlement  is  not  received,  or  fails  to  clear,  and  to  recover  from  an Applicant, the amount of any decrease in value of the investment if this occurs."",0.0,L&G 1 Prospectus,15";;;;;;;;;;;
5698,17516,11.2.8.1,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
5699,17951,Where the total price payable for all Units for which the application is made would include a fraction of one penny it will be rounded up or down to the nearest penny.,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
"5700,18491,""any period during which the purchaser has a right, under rules made  under  the  FCA  Handbook,  to  cancel  the  agreement  to purchase Units has expired."",0.0,L&G 1 Prospectus,15";;;;;;;;;;;
5701,20285,11.2.4.2,0.0,L&G 1 Prospectus,15;;;;;;;;;;;
5702,1196,11.2.10,0.0,L&G 1 Prospectus,16;;;;;;;;;;;
5703,4721,11.2.13.3,0.0,L&G 1 Prospectus,16;;;;;;;;;;;
5704,5411,The  minimum  value  of  Units  which  an  investor  may  hold  for each  Class  of  a  Fund  is  detailed  in  Appendix  A.    These minimum  values  of  Units  may  be  waived  from  time  to  time  in the discretion of the Manager.,0.0,L&G 1 Prospectus,16;;;;;;;;;;;
"5705,5426,""If  following  a  redemption,  cancellation,  switch  or  transfer,  a Unitholder’s holding in any Unit Class falls below the minimum holding  for  that  Class,  the  Manager  has  discretion  to  effect either  a  redemption  of  that  Unitholder’s  entire  holding  in  that Unit Class or switch the Unitholder’s entire holding into another Unit  Class  with  a  lower  minimum  holding  (if  available).    The Manager may use this discretion at any time."",0.0,L&G 1 Prospectus,16";;;;;;;;;;;
