,index,text,label,mandate,page_no
6079,2097,"China A Shares 
Citibank China Co ltd ( China A shares) 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6080,2098,"China  Hong Kong Stock 
Connect 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6081,2099,"Citibank, N.A., Hong Kong Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6082,2100,"Colombia 
Cititrust Colombia S.A. Sociedad Fiduciaria 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6083,2101,"Costa Rica 
banco Nacioanal de costa rica 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,114
6084,2102,"Croatia 
Privedna banka Zagreb d.d. 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6085,2103,"Cyprus 
Citibank Europe plc,Greece branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6086,2104,"Czech Republic 
Citibank Europe plc, organizacni slozka 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6087,2105,"Denmark 
Citibank Europe plc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6088,2106,"Egypt 
Citibank, N.A., Egypt 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6089,2107,"Euroclear 
Euroclear Bank 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6090,2108,"Finland 
Nordea Bank AB (publ), Finnish Branch  
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6091,2109,"France 
Citibank Europe plc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6092,2110,"Georgia 
JSC Bank of Georgia 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6093,2111,"Germany 
Citibank Europe plc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6094,2112,"Ghana 
Standard Chartered Bank of Ghana Limited 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6095,2113,"Greece 
Citibank Europe plc, Greece Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6096,2114,"Guinea Bissau 
Standard Chartered Bank Cote D'ivoire 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6097,2115,"Hong Kong 
Citibank NA Hong Kong 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6098,2116,"Hungary 
Citibank Europe plc Hungarian Branch Office 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6099,2117,"India 
Citibank NA  Mumbai Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6100,2118,"Indonesia 
Citibank, N.A., Jakarta Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6101,2119,"Ireland 
Citibank NA London Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6102,2120,"Israel 
Citibank, N.A., Israel Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6103,2121,"Italy 
Citibank, N.A., Milan Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6104,2122,"ivory coast  
Standard Chartered Bank Cote d'Ivoire 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6105,2123," Jamaica  
 Scotia Investments Jamaica Limited  
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6106,2124,"Japan 
Citibank N.A. Tokyo Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6107,2125,"Jordan 
Standard Chartered Bank Jordan Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6108,2126,"Kazakhstan 
Citibank Kasaksthan JSC 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6109,2127,"Korea (South) 
Citibank Korea Inc. 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6110,2128,"Kuwait 
Citibank NA Kuwait Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6111,2129,"Latvia 
Swedbank AS, based in Estonia and acting through its Latvian branch, Swedbank AS 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6112,2130,"Lebanon 
BlomInvest Bank S.A.L.  
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6113,2131,"Lithuania 
Swedbank AS, based in Estonia and acting through its Lithuanian branch 
“Swedbank” AB 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6114,2132,"Luxembourg 
only offered through the ICSDs- Euroclear & Clearstream 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6115,2133,"Macedonia 
Raiffeisen Bank International AG 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6116,2134,"Malaysia 
Citibank Berhad 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6117,2135,"Mali 
Standard Chartered Bank Cote d'Ivoire 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,115
6118,2136,"Mexico 
Banco Nacional de Mexico, SA 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6119,2137,"Morocco 
Citibank Maghreb S.A 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6120,2138,"Namibia 
Standard Bank of South Africa Limited acting through its agent, Standard Bank 
Namibia Limited 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6121,2139,"Netherlands 
Citibank Europe plc  
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6122,2140,"New Zealand 
Citibank, N.A., New Zealand Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6123,2141,"Niger 
standard chartered bank cote d'ivoire 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6124,2142,"Nigeria 
Citibank Nigeria Limited 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6125,2143,"Norway 
Citibank Europe Plc   
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6126,2144,"Oman 
The Hong Kong & Shanghai Banking Corporation Limited acting through its agent, 
HSBC Bank Oman S.A.O.G 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6127,2145,"Pakistan 
Citibank, N.A.Pakistan Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6128,2146,"Panama 
Citibank NA Panama Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6129,2147,"Peru 
Citibank del Peru S.A 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6130,2148,"Philippines 
Citibank, N.A., Philippine Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6131,2149,"Poland 
Bank Handlowy w Warszawie SA 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6132,2150,"Portugal 
Citibank Europe plc 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6133,2151,"Romania 
Citibank Europe plc, Dublin - Romania Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6134,2152,"Saudi Arabia 
The Hong Kong & Shanghai Banking Corporation Limited acting through its agent, 
HSBC Saudi Arabia Ltd. 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6135,2153,"Sengal 
standard chartered bank cote d'ivoire 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6136,2154,"Serbia 
UniCredit Bank Srbija a.d. 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6137,2155,"Singapore 
Citibank, N.A., Singapore Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6138,2156,"Slovak Republic 
Citibank Europe plc pobocka zahranicnej banky 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6139,2157,"Slovenia 
UniCredit Banka Slovenia d.d. Ljubljana  
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6140,2158,"South Africa 
Citibank NA South Africa branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6141,2159,"Spain 
Citibank Europe plc, Sucursal en Espana 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6142,2160,"Sri Lanka 
Citibank NA Colombo Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6143,2161,"Sweden 
Citibank Europe plc, Sweden Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6144,2162,"Switzerland 
Citibank NA london branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6145,2163,"Taiwan 
Citibank Taiwan Limited 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6146,2164,"Tanzania 
Standard Bank of South Africa acting through its affiiliate Stanbic Bank Tanzania Ltd 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6147,2165,"Togo 
Standard Chartered Bank Cote d'Ivoire 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6148,2166,"Thailand 
Citibank, N.A.Bangkok Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6149,2167,"Tunisia 
Union Internationale de Banques 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6150,2168,"Turkey 
Citibank, A.S. 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,116
6151,2169,"Uganda 
Standard Chartered Bank of Uganda Limited 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,117
6152,2170,"Ukraine 
JSC Citibank 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,117
6153,2171,"United Arab Emirates 
DFM 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,117
6154,2172,"United Arab Emirates 
NASDAQ Dubai 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,117
6155,2173,"United Kingdom 
Citibank NA london branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,117
6156,2174,"United States* 
Citibank NA New York offices 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,117
6157,2175,"Vietnam 
Citibank NA Hanoi Branch 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,117
6158,2176,"Zimbabwe 
Standard Bank of South Africa Ltd. acting through its affiliate Stanbic Bank 
Zimbabwe Ltd. 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,117
6159,2177," 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Ref:   Aberdeen Standard OEIC II / Pros – 27 January 2020 
",0.0,[110391]-[CD]-Aberdeen Standard OEIC II Prospectus - 18 February 2020 .pdf,117
6160,0,"dated 1 January 2016
",0.0,kpmg mandate.pdf,0
6161,1,"Investments made for total assets and for tied assets of insurance companies
  
dated 1 January 2016
",0.0,kpmg mandate.pdf,1
6162,2,"1 
Table of Contents
",0.0,kpmg mandate.pdf,1
6163,3,"I. 
Title page 
pg. 1
",0.0,kpmg mandate.pdf,1
6164,4,"II. 
Circular 2016/5  
pg. 2
",0.0,kpmg mandate.pdf,1
6165,5,"III. 
Rider  
pg. 62
",0.0,kpmg mandate.pdf,1
6166,6,"2 
Other Languages
",0.0,kpmg mandate.pdf,1
6167,7,"DE:  FINMA-RS 2016/5 Anlagerichtlinien – Versicherer vom 1.1.2016
",0.0,kpmg mandate.pdf,1
6168,8,"FR:  Circ. FINMA 2016/5 Directives de placement – assureurs du 1.1.2016
",0.0,kpmg mandate.pdf,1
6169,9,"IT:  
Circ. FINMA 2016/5 Direttive d'investimento – assicuratori dell 1.1.2016
",0.0,kpmg mandate.pdf,1
6170,10,"Unofficial translation issued in January 2017
",0.0,kpmg mandate.pdf,1
6171,11,"Circular 2016/5 Investment Guidelines – Insurance Companies  |  2
",0.0,kpmg mandate.pdf,2
6172,12,"Reference: 
FINMA circ. 16/5 Investment Guidelines - Insurance Companies
",0.0,kpmg mandate.pdf,2
6173,13,"Issued:  
3 December 2015
",0.0,kpmg mandate.pdf,2
6174,14,"Entry into force: 
1 January 2016
",0.0,kpmg mandate.pdf,2
6175,15,"Concordance:  
previously FINMA circ. 08/18 ""Investment Guidelines - Insurance 
Companies"" of 20 November 2008
",0.0,kpmg mandate.pdf,2
6176,16,"Legal bases:   
FINMASA Article 7(1)(b)
 
ISA Articles 17-20, 22, 37, 51, 56, 87 
ISO Articles 56, 57, 68, 70-95, 96, 97, 100-109, 139 
AMLO-FINMA Article 1
",0.0,kpmg mandate.pdf,2
6177,17,"Annex 1:  
Rider issued by the Swiss Bankers Association
",0.0,kpmg mandate.pdf,2
6178,18,"Financial groups and congl. 
",0.0,kpmg mandate.pdf,2
6179,19,"Insurance groups and congl. 
",0.0,kpmg mandate.pdf,2
6180,20,"Insurance intermediaries 
",0.0,kpmg mandate.pdf,2
6181,21,"Stock exchanges and participants
",0.0,kpmg mandate.pdf,2
6182,22,"Fund management companies 
",0.0,kpmg mandate.pdf,2
6183,23,"Limited partnerships for CISs 
",0.0,kpmg mandate.pdf,2
6184,24,"Asset managers CIS 
",0.0,kpmg mandate.pdf,2
6185,25,"SRO-supervised institutions 
",0.0,kpmg mandate.pdf,2
6186,26,"Audit firms 
",0.0,kpmg mandate.pdf,2
6187,27,"Rating agencies
",0.0,kpmg mandate.pdf,2
6188,28,"         BA                   ISA             SESTA                                   CISA                                        AMLA        OThERS
",0.0,kpmg mandate.pdf,2
6189,29,"Circular 2016/5 Investment Guidelines – Insurance Companies  |  3
",0.0,kpmg mandate.pdf,3
6190,30,"I. 
Topic 
margin no. 
1
",0.0,kpmg mandate.pdf,3
6191,31,"II. 
General Principles Applicable to the Total Assets 
margin nos. 
2-22
",0.0,kpmg mandate.pdf,3
6192,32,"A. 
Investment principles 
margin no. 
2
",0.0,kpmg mandate.pdf,3
6193,33,"B. 
Derivatives 
margin nos. 
3-22
",0.0,kpmg mandate.pdf,3
6194,34,"III. 
General Principles Applicable to the Tied Assets 
margin nos. 
23-179
",0.0,kpmg mandate.pdf,3
6195,35,"A. 
Definition, purpose and duty to create [tied assets] 
margin nos. 
23-24
",0.0,kpmg mandate.pdf,3
6196,36,"B. 
Principles 
margin nos. 
25-56
",0.0,kpmg mandate.pdf,3
6197,37,"C. 
Investment strategy 
margin nos. 
57-60
",0.0,kpmg mandate.pdf,3
6198,38,"D. 
Investment policy 
margin nos. 
61-68
",0.0,kpmg mandate.pdf,3
6199,39,"E. 
Governance and Monitoring 
margin nos. 
69-87
",0.0,kpmg mandate.pdf,3
6200,40,"F. 
Further Provisions 
margin nos. 
88-152
",0.0,kpmg mandate.pdf,3
6201,41,"G. 
Safekeeping assets 
margin nos. 
153-159
",0.0,kpmg mandate.pdf,3
6202,42,"h. 
Non-life insurance claims made to reinsurers 
margin nos. 
160-175
",0.0,kpmg mandate.pdf,3
6203,43,"I. 
Approvals in accordance with Article 79(3) ISO 
margin no. 
176
",0.0,kpmg mandate.pdf,3
6204,44,"J. 
Reporting to the FINMA 
margin nos. 
177-179
",0.0,kpmg mandate.pdf,3
6205,45,"IV. 
Investment types in tied assets 
margin nos. 
180-505
",0.0,kpmg mandate.pdf,3
6206,46,"A. 
Cash deposits 
margin nos. 
181-185
",0.0,kpmg mandate.pdf,3
6207,47,"B. 
Bonds, convertible bonds 
margin nos. 
186-196
",0.0,kpmg mandate.pdf,3
6208,48,"C. 
Structured products 
margin nos. 
197-213
",0.0,kpmg mandate.pdf,3
6209,49,"D. 
Securitized loans 
margin nos. 
214-226
",0.0,kpmg mandate.pdf,3
6210,50,"E. 
Other promissory letters 
margin nos. 
227-239
",0.0,kpmg mandate.pdf,3
6211,51,"Circular 2016/5 Investment Guidelines – Insurance Companies  |  4
",0.0,kpmg mandate.pdf,4
6212,52,"F. 
Shares and other equity securities 
margin nos. 
240-245
",0.0,kpmg mandate.pdf,4
6213,53,"G. 
Real estate 
margin nos. 
246-287
",0.0,kpmg mandate.pdf,4
6214,54,"h. 
Mortgage loans 
margin nos. 
288-316
",0.0,kpmg mandate.pdf,4
6215,55,"I. 
Alternative investments 
margin nos. 
317-350
",0.0,kpmg mandate.pdf,4
6216,56,"J. 
Derivatives 
margin nos. 
351-478
",0.0,kpmg mandate.pdf,4
6217,57,"K. 
Collective investment schemes and single-investor funds 
margin nos. 
479-505
",0.0,kpmg mandate.pdf,4
6218,58,"V. 
Additional provisions on tied assets 
margin nos. 
506-571
",0.0,kpmg mandate.pdf,4
6219,59,"B. 
Sale and repurchase agreement operations (repos) 
margin nos. 
538-571
",0.0,kpmg mandate.pdf,4
6220,60,"VI. 
Transitional provisions 
margin nos. 
572-575
",0.0,kpmg mandate.pdf,4
6221,61,"Circular 2016/5 Investment Guidelines – Insurance Companies  |  5
",0.0,kpmg mandate.pdf,5
6222,62,"I. Topic
",0.0,kpmg mandate.pdf,5
6223,63,"This circular shall concretize the provisions applicable to the investment activities of supervised insurance 
companies. Chapters II and III formulate FINMA expectations concerning all of the investment activities, 
especially the general requirements concerning the management of the tied assets (Article 17 of the 
Insurance Supervision Act [ISA; SR 961.01]). Chapters IV and V explain the requirements made of the 
legally permitted assets in the tied assets (Article 79 of the Insurance Oversight Ordinance [ISO; SR 
961.011]).
",0.0,kpmg mandate.pdf,5
6224,64,"II. General Principles Applicable to the Total Assets
",0.0,kpmg mandate.pdf,5
6225,65,"A. Investment principles
",0.0,kpmg mandate.pdf,5
6226,66,"When selecting its investments, the insurance company shall take into consideration the asset liability 
management (ALM), the security of investments, an appropriate diversification and the insurer’s foresee-
able needs for cash.
",1,kpmg mandate.pdf,5
6227,67,"B. 
Derivatives
",0.0,kpmg mandate.pdf,5
6228,68,"a) 
Using derivative financial instruments
",0.0,kpmg mandate.pdf,5
6229,69,"Insurance companies may use derivative financial instruments only to mitigate investments or its liabili-
ties held towards its policyholders or for the efficient management of investments (Article 100 ISO).
",1,kpmg mandate.pdf,5
6230,70,"When using derivatives, the insurance company may not enter into any risks that would be inappropriate 
for the insurer’s scope of business activities or its risk capacity. Moreover, derivatives shall be used for 
long-term effect.
",1,kpmg mandate.pdf,5
6231,71,"b) 
Obligation to provide coverage when using derivative instruments
",0.0,kpmg mandate.pdf,5
6232,72,"According to Article 100(2) ISO all payables arising from derivative financial transactions shall be covered. 
These payables shall either be fully covered for the contract volume / notional value by the derivatives’ 
underlying assets (in the case of derivatives with a selling obligation) or by liquidity (in the case of deriva-
tives with a purchase obligation).
",1,kpmg mandate.pdf,5
6233,73,"Liquidity may also consist of cash and cash equivalents. Cash equivalents shall be considered to be 
cash deposits as defined in margin nos. 181-185, as well as government bonds rated at least 2 and with 
excellent liquidity. Moreover, receivables defined in margin no. 114, which have been excluded from the 
counterparty limit may be considered to be cash equivalents.
",1,kpmg mandate.pdf,5
6234,74,"Payables shall be deemed fully covered at all times if:
",0.0,kpmg mandate.pdf,5
6235,75,"•	
 liquidity and/or cash equivalents are available;
",1,kpmg mandate.pdf,5
6236,76,"•	
 the underlying assets are available in the insurance company’s assets without any encumbrances. 
Securities lending on underlying assets and repos/reverse repos are not permitted in the context 
",1,kpmg mandate.pdf,5
6237,77,"Circular 2016/5 Investment Guidelines – Insurance Companies  |  6
",0.0,kpmg mandate.pdf,6
6238,78,"of derivative transactions. An exception to this are securities which have been lent and which may 
be recalled at short notice without restrictions. Adequate consideration shall be given to the height-
ened operational risk arising from such transactions;
",1,kpmg mandate.pdf,6
6239,79,"•	
 a double use of liquidity or underlying assets to cover several transactions is excluded. Underlying 
assets or liquidity may be used simultaneously to cover derivative positions if these bear multiple 
risks (such as market risk, credit risk or currency risk) but refer to the same underlying asset;
",1,kpmg mandate.pdf,6
6240,80,"•	
 the market value of the cash equivalents or the number of underlying assets covers the entire pay-
able, whereas cash equivalents (with the exception of cash deposits defined in margin nos. 181-185) 
may be used as cover only up to 90% of the market value amount.
",1,kpmg mandate.pdf,6
